"word";"F"
". Mais aussi pourquoi est -elle folle à ce point ?";1
". Mais Preacher , c' est aussi un sacré bestiaire .";1
". Mais qui alors ? Pub .";1
". Mais savez -vous combien de temps s' -il entraîné ?";1
". Même Curtis joue bien son rôle de mauvais garçon .";1
". Merci d' avance . :";1
". net / posts / manga-anime / 16107731 / Mirai-Nikki-Revolution-posible-segunda-temporada .";1
". NEXT . Attention cette critique peut contenir quelques spoilers .";1
". O judicieusement trouvée : Preacher , à voir absolument !";1
". On perd malheureusement en route la qualité des scénarios .";1
". On sait à quoi ressemblent ces fameuses saisons introductives :";1
". On y aborde des sujets de fond tels que :";1
". Où sont toutes les attaques spéciales de nos personnages ?";1
". Parce que c' est lourd , forcé , vain .";1
". Par contre , j' apprécie le personnage de Beerus .";1
". Pas envie de m' attarder bien longtemps sur Mr .";1
". Personnage complétement fou ! Autre plus L' opening !";1
". png Arthur , 02 décembre 2014 , France 2 .";1
". Pour des questions un peu plus intéressantes tu repasseras .";1
". Pourtant , beaucoup de critiques négatives circulent sur DBS .";1
". Psychologique . Puissant . Dérangeant .";1
". Puissant . Dérangeant . Parfait .";1
". Quand j' ouvris les yeux , j' étais seul .";1
". Question musique là par contre c’ est du lourd !";1
". Qui a même relégué Gohan et Vegeta en poubelle .";1
". Qui va gagner ? qui succédera Deus ?";1
". Revenons donc à l' aspect "" survival game "" .";1
". Sa ma fait penser un peu a du Kingsman .";1
". Sans spoiler , je l' ai trouvé totalement débile .";1
". Série sympa qui repose entièrement sur le charismatique personnage-titre .";1
". Stop les mecs . Juste , stop .";1
". Surtout que ces émissions sont un peu leur gagne-pain .";1
". Trunks et Goten auraient chacun pu bouffer Freezer normalement .";1
". Tu critique ou tu dit que t' aime pas ?";1
". Une histoire qui aurait gagné à être plus posé .";1
". Une situation bien drôle , il faut l' avouer .";1
". Un modèle pour tous les mauvais comédiens du monde .";1
". Voila yuki à la mitraillette flinguant à tout va !";1
". Vous comprenez ? On a une sorte de dépendance .";1
". Vous diront que ce n' est que du cliché .";1
". WITFTS ( what is this fucking Tv Show ) ?";1
". Wright comme l ' un des meilleurs au monde .";1
". Zamasu , est une branque , c' est tout .";1
"^ Dans "" Super "" , chaque minute est mièvre !";1
"' c' est un peu le sosie d' eminem ) .";1
"' Ca dure 5 sec et ca ne coûte rien .";1
"' plotholes' passent inaperçus grâce à une diffusion étendue temporellement .";1
"' s : Preacher de Garth Ennis et Steve Dillon .";1
""" , "" quel est la taille de mon zizi ?";1
""" , "" qui veut gagner des millions "" et .";1
""" , cette série n' a pas lieu d' être .";1
""" , la série perd toute crédibilité en quelques instants .";1
""" , sic ) . Adapté de Philip K .";1
""" ? Le Kaiosin rattaché au Dieu de la destruction .";1
""" ... ... SERIEUSEMENT ? ?";1
""" . Les Experts : Miami est une série mauvaise .";1
""" . Saison 6 . Episode 10 .";1
""" - "" Alors pourquoi tu n' as pas ri ?";1
""" - "" Mokhtar occupe -toi de sa main gauche !";1
""" - "" NOOOOONN . .";1
""" ( d' ou le nom de l' animé ) .";1
""" ( MD ) ! !";1
""" ) envie de voir la suite dès sa sortie .";1
""" 20heures de TF1 "" mais axé "" Télé "" .";1
"- "" CE N' EST PAS UNE PUTAIN DE RAISON !";1
""" de ces arcs : - Arc Beerus - SSGod :";1
""" Edith Piaf ´ c' était comme Shy' m "" .";1
""" Elle renouvelle enfin le genre d' une manière rafraîchissante !";1
""" En fait , je suis venu rencontrer des gens .";1
""" en petite tenue parce qu' on est à Miami !";1
""" et donc voila : Le dessin :";1
""" fantastique "" qui m' a poussée à la regarder .";1
""" final inattendu "" . Les Experts :";1
""" froide "" ) . Donc un nouvel ersatz .";1
""" Haaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa ! ! ! !";1
""" La maison de l' horreur "" par exemple ) .";1
""" la télé c' est que de la télé "" .";1
""" le méchant "" , cherche le Super Sayajin God .";1
""" les feux de l' amour "" chez les mafieux .";1
"- "" NOOOOONN . . !";1
""" NOOOOONN . . ! !";1
""" oh , mais c' est le générique des experts !";1
""" olé olé "" . -Vi d' accord et après ?";1
""" pas connu mais qui a un fort potentiel "" .";1
""" prononcé par Amenadiel , détruisant encore plus sa réputation .";1
""" semble se répéter depuis le fameux Dragon Ball GT .";1
"- "" Sourire n' est pas rire ma petite beauté .";1
""" survival game "" . Mmh .";1
""" Thierry Moreau "" "" Isabelle Morini Bosc "" C .";1
""" YEAAAAAAAAAAAAH ! ! ! !";1
"« c' est trop drôle , vous allez adorer » .";1
"» , que la série a été une grosse déception .";1
"» . Bonne soirée . 1962 , Etats-Unis .";1
"» . Bonne soirée . Un contexte plutôt intriguant :";1
"» ( franchement , pourquoi Lucifer irait mener des enquêtes ?";1
"» ) , des sous-genre , et j' en passe .";1
"» capable de lire l' avenir d' une manière particulière .";1
"» de l’ anime . Ah oui , l' intrique :";1
"» est terminée . Finies les élucubrations de Jesse Custer .";1
"» ne risque pas de trouver ses lettres de noblesse .";1
"» Oui , c' est sûrement ce que vous voyez .";1
"( ... ) Adaptation du roman uchronique de Philip K .";1
"( * ) EDIT du 24 / 12 / 2014 :";1
"( assez inattendus pour certains ) viennent rythmer la saison .";1
"( Beerus ) qui est super balèze , d' accord !";1
"( c' est juste les dragon balls en mieux ) .";1
"( ce mec s' aime , ça se voit ) .";1
"( DB GT ) La reprendre 3 fois devient agaçant .";1
"( Elfen Lied ) : J' ai tenté le coup .";1
"( et même assez courante dans nos sociétés actuelles ) .";1
"( ex . NRJ12 ) , Erika Moulet ( ex .";1
"( Fifth ) mais reste quand même dans cette dynamique .";1
"( jouée par Lauren German ) pour résoudre plusieurs enquêtes .";1
"( joué par D . B .";1
"( jugés eux aussi sans intérêt parce que populaires ) ?";1
"( MD ) ! ! !";1
"( même si la vache ce fut laborieux … ) .";1
"( pam pam pam ... pam pam pam ... ) .";1
"( PARDON ? ? ? !";1
"( pas que ) ! Non vraiment pour l' instant .";1
"( quelques scènes parviennent même à surpasser Death Note ) .";1
"( sauf au tout début … le caillou , sérieusement ?";1
"( surtout japonaise ) souvent renfermée sur elle-même et froussarde .";1
"( The Walking Dead ) N' hésitez pas à succomber !";1
"( Une femme doit savoir être forte par elle-même ) .";1
"( Voici la première critique , provisoire et mal écrite :";1
") , c' est plutôt comme la mouche du coche :";1
") , Dragon Ball Super continue sur une bonne lancée .";1
") , il est cash , vulgaire , alcoolo gentil .";1
") , leur but : devenir dieu !";1
") , mais elles accompagnent toutes très bien les scènes .";1
") , mais QUEL pied , pourvu que ca dure !";1
") , non quoi . Juste non .";1
") , qui sera malgré tout répété dans la série .";1
") ; et bien ce n' est vraiment pas terrible .";1
") ! ! ! Vive l' humiliation et le harcèlement !";1
") / ! \ ATTENTION UN PEU DE SPOILERS / !";1
") . Deux expressions faciales , pas une de plus .";1
") . Humour bien noir tantôt dérangeant , tantôt jubilatoire .";1
") . Le personnage n' apporte rien à DB Super .";1
") . Les différents pouvoirs des journaux parfois mal expliqués .";1
") . Mais qu' est ce que c' est poseur !";1
"- ) Ah les salauds , ils l' ont fait .";1
") A partir de la je vais spoil un peu .";1
") Car tel est l' unique but de la télévision .";1
") dans le futur ? !";1
") Enfin je rajouterai un mot sur les autres persos .";1
") est assez originale et j' ai apprécié , sincèrement .";1
") et c' est vraiment un plaisir de regarder ça .";1
") et continuera de séduire longtemps grâce aux nombreuses rediffusions .";1
") Et là , ça commence à partir en couilles .";1
") et une BO Excellente ainsi que de nombreux rebondissements .";1
") J' ai rien contre mais rien pour non plus .";1
") Je commencerai par parler de la qualité des graphismes .";1
") la série a tout pour ( me ) plaire .";1
") le rejoigne pour aller à la recherche de dieu .";1
") Série sympa qui repose entièrement sur le charismatique personnage-titre .";1
"€ de budget par épisode sinon c' est pas rentable .";1
"* : en bonus , les pré-génériques à faire soi-même !";1
"* * * * dans le verre d' un chroniqueurs ?";1
"\ o / ) , essayons de nous montrer constructifs !";1
"& Clyde avec sa copine Tulyp et son pote vampire .";1
"+ : Moi j' aime bien la réactualisation de mythe .";1
"< = = Et bien ce n' est pas fameux .";1
"= NI_fgwbmJg0 ( que je trouve marrant comme ça ) .";1
"> télé ... que la rédac se mette en grève !";1
"04 / the-mentalist-season-saison-7 . html Qu' -ce qu' un mentaliste ?";1
"1 ) on prend 2 heures en access prime time .";1
"100 abdos et 10km de course à pied chaque jour .";1
"10 Cette série est un joli petit coup de cœur .";1
"11 épisodes et . . rien de neuf !";1
"12 / 20 Action : 14 / 20 Emotion :";1
"13 de pubs ? - Super , vous savez compter .";1
"14 / 20 Emotion : 17 / 20 Musiques :";1
"16 / 20 Cohérence : 12 / 20 Action :";1
"17 / 20 Musiques : 17 / 20 Humour :";1
"1 et 2 pour avoir une idée du résultat ) .";1
"1 million de téléspectateur = 1 animal sur le plateau !";1
"1 OAV ? ( L' OAV se nomme Mirai Nikki :";1
"2 . Du fun . De l’ humour .";1
"2016 , passer a travers les mailles du fillet internet .";1
"20 minutes - n' -ce pas Son Goku SS3 ... ?";1
"2154 minutes en plus . Bref , du haut niveau !";1
"26 épisodes pour avoir une fin si merdique et inintéressante .";1
"27 , ou l' on découvre enfin de nouveaux personnages .";1
"2 épisode . Là l' épisode 2 annonce du lourd :";1
"2 h après ! ! !";1
"2 Mais QUI a dit que cette série était minable ?";1
"2min . Ca en est grossier tellement c' est voyant .";1
"2 poin : Le hero ne sert a rien 3 :";1
"2 qui je pense sera très différente de la première .";1
"3-2 1 parce qu' on ne peut pas mettre 0 .";1
"3ème monde , il finit donc seul pour l' éternité .";1
"3 fois devient agaçant . Franchement .";1
"3 n' est pas enthousiasmant pour l' instant non plus .";1
"4 / 3 c' est devenu une grosse paillasse aussi .";1
"4 . retour au suspect 1 , car accusation 5 .";1
"4h ( aujourd' hui ) à 1 / 2 h ?";1
"5 : Le hero ne mérite pas de vivre 6 :";1
"50 Cent , Power nous propose de suivre James St .";1
"5-6 ans . Et vous voulez que je vous dise ?";1
"5 au point que DBGT est limite beau à côté .";1
"5 Et la directrice ... Qui ne sert à rien .";1
"5 minutes les plus longues de votre vie ... ) .";1
"66e épisode quand même . Pas une évolution , rien .";1
"7 , l' arc de la dernière chance pour moi .";1
"7 / 10 Mr . Robot regorge de clichés .";1
"7 . 5 . Critique postée initialement dans cet article .";1
"7 car je suis ptre un peu dans le dénie .";1
"7 et un 6 mais finalement c' est un 6 .";1
"7 ou la secte sont pas mal non plus ) .";1
"8 , Le 11 ? On s' en tape ?";1
"8 à 18 ans dans les années 1990 / 2000 .";1
"90 "" Lois et Clark les nouvelles aventures de superment .";1
"9 et murmur , c' est quoi ce combat siouplait !";1
"à # 30 : -- Constat quasi catastrophique cette fois !";1
"à 15 mètres de lui et court vers une voiture .";1
"à 18h45 sur D8 Type d' émission sur la case :";1
"à 8 au lieu de 7 pour l' animé ) .";1
"a absorbé deux Kaioshins , mais en a également tué .";1
"à accepter le comportement extrême de criminels qui l' entourent .";1
"a accroché , je suis impatient de voir la suite !";1
"à analyser la scène . David résume le tout .";1
"a aucun fil , c' est peu intéressant à suivre .";1
"a autant qui dise que c' est de la merde ?";1
"à autre quand c' était les grands débuts sur France4 .";1
"à avoir appris à jouer tous les Opening / Ending :";1
"à base de visage écorché en vrai latex mal fait .";1
"a besoin vu les critiques d' abrutis que je vois !";1
"a bien rempli le contrat , oublié Game Of Throne .";1
"abordé dans les séries ) Dès son pilote , Mr .";1
"abord je me suis dis que c' était bien parti .";1
"abord un manga avant d' avoir été adapté en animé .";1
"aboutie , mais ça reste franchement très divertissant à mater .";1
"abris , le Diable débarque dans la cité des Anges .";1
"absolument ! ! ! ! !";1
"absolument ne pas rater . Que dire sur cette série .";1
"ABSURDE ! ! ! L' arc du tournoi de Champa .";1
"absurde des mêmes formules . Naufrage créatif , Les Experts :";1
"abusé il a perdu son âme ou quoi ... ) .";1
"à cause de Cell ? ) .";1
"accepte par la dimension déjantée et fun de la réalisation .";1
"accomplir leur mission armés de M16 et d' une tronçonneuse .";1
"accomplit à merveille . Elle me fait mourir de rire .";1
"accrocher véritablement lors de l' affrontement avec le gamin ) :";1
"à cela un jeu d' acteur convaincant et une B .";1
"à ce qui a été posé dans DB au préalable .";1
"à chaque épisode ? Celui de chaque début d' épisode ?";1
"à chaque épisode il est en train de pleurer ) !";1
"à contenir des entrées sur le futur autour de lui .";1
"à côté de ça , l' ambiance devient plus sombre .";1
"acteur , qui est correct mais pas non plus inoubliable .";1
"acteur de la série , on entend que des éloges .";1
"acteurs ... c' est pas génial , génial tout ça .";1
"action de Mirrai nikki décolle vite et ne retombe jamais .";1
"à Cyril Hanouna ( et sa musique de merde ) .";1
"adaptation de votre comics , vous allez être très déçus .";1
"a de l' action , des morts , du sang :";1
"a des attitudes bizarres et ses amis sont vraiment atypiques .";1
"à des bêtes légendaires comme C à vous et LGJ .";1
"à des situations grotesques comme celles décrites juste au dessus .";1
"à deux mains et décidai malgré tout de m' approcher .";1
"adhérez au personnage de Yuno vous ne serez pas déçus !";1
"a digéré tous les codes et nous les vomit quotidiennement .";1
"admirer Yuno qui arrive à les évincer avec moult méthodes .";1
"adore ! ! ! ! !";1
"adore les séries policières . Habituellement .";1
"adore surtout Lauren German dans le rôle de la flic .";1
"adulte , mais la palme revient indéniablement à Ruth Negga .";1
"a du n' importe quoi cuisiné à toutes les sauces .";1
"a écrire un journal sur tout ce qu' il voit .";1
"à elle seule toutes les références en matière de stalkerisme .";1
"a encore bien plus d' éléments que j' ai omis .";1
"a enfin droit au premier gros morceau de la série :";1
"à environ 1 / 3 du temps de cet épisode .";1
"a été ... ( remet ses lunettes ) ... refroidi !";1
"a été confirmé ) . Critique 100 % SPOILER Mr .";1
"a été mal exploité tout comme les autres personnages secondaires .";1
"à être pas mal regardé c' est partie en couilles .";1
"à faire de la morale bien pensante à chaque épisode .";1
"a fait de l' émission un vrai one man show .";1
"à fait vôtre enfance , ou vôtre adolescence du moins .";1
"A FEU à Maï pour se défendre contre Black Goku !";1
"afin de tenir une intensité remarquable sur les derniers épisodes .";1
"à Freezer lors de la destruction de la planète Végéta ?";1
"agent du FBI DiPierro . Du lourd !";1
"agent du FBI DiPierro . Spoilers ahead .";1
"agent d’ élite secret ? On n’ en sait rien .";1
"agent infiltré atterrit par hasard dans le village en question .";1
"âges , il a connu un grand succès au Japon !";1
"à grande êchelle ? ! un cri de douleur ?";1
"agréable , et ( faussement ) froide à ses avances .";1
"agréable ( l' anime a 11 ans quand même ) .";1
"agréable à suivre , une perte de temps selon moi .";1
"Ah ... Dragon Ball , le manga de notre enfance .";1
"ai adoré l' ambiance sombre , glauque , parfois malsaine .";1
"ai avec cette série est le puritanisme américain toujours présent .";1
"aide le LAPD , et fait rire la petite fille .";1
"aidés par les indices que laisse le journal de Yukiteru .";1
"ai donc pas pu faire de comparaison avec la série .";1
"ai eu l' impression d' une grosse baisse de qualité .";1
"ai failli décrocher plusieurs fois mais j' ai finalement apprécié .";1
"ai jamais eu le courage de regarder une saison entière .";1
"ailleurs beaucoup à celui du dr Slump je trouve ) .";1
"ailleurs Bertrand blessé devinez qui reprend en catastrophe sa chronique ?";1
"ailleurs ils servent à quoi les flics dans cet anime ?";1
"AI MA CLAQUE ! ! !";1
"aimais , et que beaucoup aimaient , n' existe plus .";1
"aimais la façon décalée dont ils parlaient de la télé .";1
"aime , tout le monde il est mon copain » .";1
"aime bien le personnage de Lucifer ambigu mais trop bien .";1
"aimé le twist à la fin de cette dernière ) .";1
"ai même déjà regardé secret story en étant moins blasé .";1
"ai même été pris à certains moments dans le délire !";1
"aimé pouvoir mettre 7 . 5 .";1
"ai oublié l' ending : | L' ambiance :";1
"ai pas vu le film donc il m' a plut .";1
"ai réussis à trouver une ligne directrice qui me plaise .";1
"aisselles moites et de pets froids me tournaient la tête .";1
"ait pas eu de moments où c' était visible avant .";1
"ai trop envie d' être scientifique pour tirer au bazooka !";1
"ai trouvé , c' était un premier arc très correct .";1
"ai trouvé la preuve irréfutable que Jean-Pile est le coupable .";1
"ai trouvé totalement débile . -1 5 / 10 Musique :";1
"ai vu mais j' en ai de très bon souvenir .";1
"aja aja FIGHTING ! ' Meilllleure Serie , J adoreeeeeeeeeeeeeeeee .";1
"à just dance et à how to be sadic online ?";1
"à Kévina pour nous apporter un point de vue différent :";1
"à L . A . pour voir un psy .";1
"à l' arc 1 . Voilà pour les bons points .";1
"à l' eau "" . On y croit !";1
"à l' extrême limite du crédible rien qu' avec ça .";1
"à l' indépendance et à un mode vie en autarcie .";1
"A la base , j' étais même un fan assidu .";1
"A la base , je trouvais l' ambiance très sympa .";1
"à la base les manga random ça m' intéresse pas .";1
"à la con qui n' apportent quasi rien au background .";1
"à la descendre en faisant le moins d' effort possible .";1
"à la fête foraine ensemble , on va s’ éclater !";1
"à la fin , ça tourne assez vite au pathétique .";1
"à la fin mais peut-être dans le fond , non ?";1
"à la généreuse note de 08 / 10 ( 07 .";1
"à la limite de la manipulation pour le bien ( ?";1
"à la pelle et une trame narrative empruntée à Terminator .";1
"à la performance cataclysmique de nanardise de l’ acteur principal :";1
"à la regarder . Voilà comment je qualifierai cette série .";1
"à la Sailor Moon ! Bon sang !";1
"à la shaky cam . Ouf , sauvés !";1
"à la soif de pouvoir toujours croissante et jamais étanchée .";1
"à la télé ? -Mais tu suis rien pauvre débile !";1
"à la télévision , qui plus est la télévision publique .";1
"album , le film , ... en question est mauvais .";1
"aléatoire , ce qui n' est clairement pas le cas .";1
"à le lire ( déjà ça pose le truc ) .";1
"a les moyens de proposer bien mieux l’ an prochain .";1
"à leur cerveau aussi ! !";1
"allaient s' en sortir ? L' histoire tragique de Trunks ?";1
"alors ? Pub . On continue à chercher le coupable .";1
"Alors encore plus fort : un méchant complètement loufoque :";1
"alors il s' y est remis et encore plus lourd !";1
"alors plus se conformer aux codes des séries de consultants .";1
"alors qu' elle est censé bosser dessus depuis 8 ans ?";1
"Alors qu' il sais qu' il le reverra plus jamais .";1
"alors qu' ils sont sensé en avoir 14 et 15 .";1
"alors qu' un simple levé de cil réglerai le problème .";1
"alors que Dragon ball Super , c' est bien maintenant .";1
"Alors que je trouvais la fin vraiment bien et émouvante .";1
"alors très heureux de la voir débarquer tous les soirs .";1
"à lui ne devrait pas faire le poids du tout .";1
"a l’ air de quoi avec des lunettes de soleil ?";1
"à maintenant , est constamment sur le fil du rasoir .";1
"amateur d' animes de ce genre a voir Azumanga Daioh .";1
"ambiance , les acteurs , le scénario et l' humour !";1
"ambiance devient plus sombre . Moins insouciante .";1
"ambiances malgré leur simplicité se fondent parfaitement avec les situations .";1
"ambiance véritablement passionnante et qui servait au propos du manga .";1
"AMC ... Il est trop tôt encore pour le dire .";1
"Amenadiel . Pareil , son changement d' apparence importe peu .";1
"amène aussi du négatifs . .";1
"américain de ce qu’ on a l’ habitude de voir .";1
"américaine ) . Et je n’ ai pas été déçue !";1
"à Miami qui ne prend jamais de coup de soleil .";1
"à Mon Poste c' est juste devenu de la merde .";1
"amour "" pour Yukki ... -1 1 / 10 Histoire :";1
"amoureuse de lui pour ... une raison , sans doute .";1
"amoureux de DB , pour les autres c' est inintéressant .";1
"A mourir de rire devant leur stoïcisme et leur impassibilité .";1
"a moyen de se taper de bonnes barres de rires .";1
"ampleur et les risques pour les personnages augmentent en conséquence .";1
"amusait de sa puissance , Buu était un gosse imprévisible .";1
"analyses concrètes , justes et surtout sans langue de bois .";1
"anciennes sagas avaient aussi des problèmes de ce côté là .";1
"à ne pas manquer . Pitoyable a enfin un sens !";1
"ange déchu . Qu' en est -il des autres personnages ?";1
"animateurs avaient quand même plus ou moins un certain contrôle .";1
"animation ) , c' est la sous exploitation des choses .";1
"anime , et ceux qui avaient déjà une petit idée .";1
"anime , et surtout , ne vous laissez pas spoilé !";1
"anime , un anime qui me marquerait toute ma vie .";1
"anime / manga . . ... C' est très mauvais .";1
"animé . ... ( oui la personne se reconnaîtra ) .";1
"animée à regarder absolument ! !";1
"anime n’ est pas à la hauteur de l’ original .";1
"anime que j' ai jamais vu de toute ma vie .";1
"anime qui a pris des libertés à ce niveau ) .";1
"anime riche en rebondissements et en histoires d' adolescents libidineux .";1
"anime sans aucun pré-avis , en toute innocence et naïveté .";1
"année , idem pour ses compagnons dans une moindre mesure .";1
"année . Du lourd ! Du très lourd !";1
"année . Une quotidienne de ce régime c' est trop .";1
"année Et c' est bien dommage parce que Philip K .";1
"anorexique et une fusion ratée entre piccolo et un gland .";1
"ans . Alors , on est plus à ça près .";1
"ans de délire Japonais résumé en une poignée d' épisodes ?";1
"ans là … Ca allait 2 minutes mais pas plus .";1
"ans maintenant que je commence à regarder Dragon Ball Super .";1
"a obligé à le regarder en deux petits jours ) .";1
"a offert un bon moment d' émotion à leur mort .";1
"a organisé le jeu Une intrigue policière tintée de psychopathie :";1
"à pain et les enquêtes sont cousues de fil blanc .";1
"à part des trucs que je ne peux pas accepter .";1
"a pas besoin ? pourquoi pas lui remettre une moustache ?";1
"a pas de raison de l' aimer , en fait .";1
"a pas grand chose à dire sur ce troisième arc .";1
"a pas le droit de sourire de temps en temps ?";1
"a pas un de de bons et ça casse tout .";1
"a permis de faire le buzz ) et soyons clair :";1
"à personne en déposant cette "" critique "" sur SC .";1
"à peu ... allez savoir pourquoi , on rigole moins .";1
"à peu près . Sinon ce personnage est absolument détestable .";1
"à pied chaque jour . Crétin .";1
"à plus ou moins apprécier la deuxième dizaine d' épisodes .";1
"a plus touchée . Le scénario est riche en rebondissement !";1
"à plu tard le visionnage , j' avais oublié Lucifer .";1
"à portée de main parce qu' elle donne chaud ) .";1
"apparaissait avec Black et Zamasu mais c était trop espérer !";1
"apparition du titre mais se retrouver annihilé par la suite .";1
"apparut lentement dans la pénombre au fond de la pièce .";1
"appâter les vieux fans ? ?";1
"appauvrir une histoire , que de coller des flashbacks régulièrement .";1
"applaudissements résonnaient de plus en plus fort dans mon crâne .";1
"apportant un nouveau pan de la mythologie de Dragon Ball :";1
"apprécié la fin , belle et symbolique , quoique discutable .";1
"apprécie pour ma part . Pourquoi me direz vous ?";1
"apprécier les films ou séries zarbi avec des personnages déjantés .";1
"apprendre à accepter cet univers singulier pour prendre son pied .";1
"appris l' existence de cette série co-écrite par Seth Rogen .";1
"approche , mais ça n' est pas le débat ici .";1
"approfondie , et ça c' est un plus selon moi .";1
"approfondie , va jusqu' au bout de sa logique absurde .";1
"appui ! Cousins dégénérés des experts originaux , Les Experts :";1
"après ? Dragon Ball GT ne vous a pas suffi ?";1
"Après faut se convaincre un peu mais on y arrive .";1
"après le dîner . J' ai envie de dire OUF !";1
"a quand même donné naissance au sublime Super Saiyan 4 !";1
"à quel point Toriyama peut pousser le délire des transformation .";1
"à quelqu' un , qui choisit t' il comme candidats ?";1
"à quelque chose d' assez violent au long des épisodes .";1
"à quelques exceptions prêt ! ) .";1
"à rallonge . Pourquoi ? Quel intérêt ?";1
"a ras le bol de servir son papa en Enfer !";1
"arc "" Cyborgs / Cell "" par bien des aspects .";1
"arc 4 , et c' est déjà ça de pris .";1
"arc Black / Zamasu relève enfin un peu le niveau :";1
"Arc Tournoi Multivers : arc selon moi le plus prometteur .";1
"arc trunks est tout de même d' une qualité inattendue .";1
"à regarder absolument ! ! !";1
"à regarder et j' aime beaucoup le style du dessin .";1
"argent facile et tout ce qui va avec ... Bref .";1
"à rien , comme Piccolo ou Son Gohan par exemple .";1
"à rien . Je ne suis pas vraiment d' accord .";1
"a rien 3 : Le hero n' évolu pas 4 :";1
"à rire : bref le « guignol » de service .";1
"arithmétique ↑ : 15 / 20 Note de coeur ♥ :";1
"arrestation "" . Et tout le monde a trop peur .";1
"arrêta à sa hauteur et la vitre teintée descendit doucement .";1
"arrête là . Le mentalist est une série largement surestimée .";1
"arrive , la réponse est donnée à l' épisode suivant .";1
"arrive à trouver la foi à travers cette âme sombre .";1
"arrive Dragon Ball z ! Et là ... Changement radical !";1
"arrivent pas à joindre les KaioShins ... Mais quel bullshit .";1
"arrivera , et on avalera ça comme du pain bénit .";1
"arriver à cette conclusion , preuves scientifiques à l' appui !";1
"arriver à telle ou telle situation vue dans ces films .";1
"art des épisodes à la demie action pour 22 minutes .";1
"à rudes épreuves par les événements de cette étrange journée .";1
"à s' autocensurer ) , et au niveau du ton .";1
"à s' emballer et semblait vouloir jaillir de ma poitrine .";1
"à sa propre motivation et son propre grain de folie .";1
"à savoir le Tenkaichi Budokai et l' arrivée de Uub .";1
"à se battre , tout ça englobé dans le néant .";1
"à se demander à quoi il sert dans la série .";1
"à se faire connaître des plus jeunes ) en paix .";1
"asile qui ... reste une hystérique bon pour l' asile .";1
"aspect comics trash ... pour le moment une bonne réussite .";1
"aspects tordus du scénar donnent très vite envie de zapper .";1
"assez accrocheur comme l' arc Freezer et l' arc Cell .";1
"assez bien fichus . + 2 4 / 10 Personnages :";1
"assez vite , faisant l’ impasse sur des rajouts inutiles .";1
"assiduité . Adaptation de l’ excellent roman de Philip K .";1
"associé tombe amoureux d' une serveuse et la taupe rode .";1
"assumée par une personne dans la réalité , serait subversive !";1
"assume totalement son côté déjanté de part sa narration fantastique .";1
"à suivre et l' on peut s' attacher à eux .";1
"à temps pour la sauver , et expulser l' Ange .";1
"atmosphère esthétique ultra luxieuse mais aussi très artificielle et superficielle .";1
"a toujours pas commencé . Donc vivement !";1
"a tout le monde . ... comme l' ambiance ) .";1
"à très fort potentiel . Alors bon .";1
"à trop d' occurrences , mais ça veut tout dire !";1
"attachant . Je ne suis pas du tout d' accord .";1
"attachés l' affection d' un public restreint mais très enthousiaste !";1
"attaquer the Wire . Voilà comment je qualifierai cette série .";1
"atteindre un niveau pareil . L' explication de l' auteur ?";1
"Attend , encore un truc a l' eau de rose ?";1
"attendais pas a ça , mais ça reste bien cool !";1
"attendait MON PREMIER ANIME ! !";1
"attendez pas à autant d' action que les sagas précédentes .";1
"attentes que j' ai débuté le visionnement de cette série .";1
"Attention , liste de détails d' un fan en colère :";1
"atterrir dans un champ , les boyaux a l' air .";1
"attirer l’ otaku en mal de filles psychopates à choper .";1
"attises la bêtise et la haine en est une autre .";1
"à Twelfth ( pourquoi ce perso est -il sous utilisé ?";1
"au "" sakuga "" dans les points culminant des affrontements .";1
"au bazooka ! ! ! !";1
"au bout d' un moment , ça devient vraiment lassant .";1
"au bout on espère et ça ne d’ école pas .";1
"au cœur de la note d' intention de la série .";1
"aucun intérêt pour ceux qui ont vu l' anime ) .";1
"aucun personnage-miroir . Cheers . Saison 1 :";1
"AUCUN prétexte ! ! ! !";1
"au début mais qui a fini par trouver son public .";1
"au détour d' un chemin de la Cordillère des Sottises ?";1
"au dragon depuis le début pour vaincre tout leurs adversaires ?";1
"au final , ce n' est pas vraiement un némésis .";1
"au fonctionnement des journaux , c' est expliqué très maladroitement .";1
"au fond , c' est un bon gars , Yuki .";1
"au fort potentiel , Black Goku - est assez intrigante .";1
"au fur et à mesure de l' avancée de CSI :";1
"Aujourd' hui , plus rien ne le différencie de Goku .";1
"au long des épisodes . Mais bon pas grand chose .";1
"au moins , les scènes avec lui relèvent le niveau .";1
"à une analyse à 3000 $ par le scanner neuro-sensoriel-à-pulsions-éléctro-magnétique .";1
"à une certaine perspicacité quant aux caractères cachés des gens .";1
"a une musique , donc ça passe , beh oui !";1
"Au niveau de l’ emballage ça dépend de vos goûts .";1
"au niveau de ses actes ou juste de son comportement .";1
"a un peu harcelé pour que je vois cet animé .";1
"a un truc qui m' a fait souffle du nez :";1
